group,angle_id_6,angle_id_7,max_rpm_id_0,max_rpm_id_1,influence,baseline,bias,baseline_corrected,influence_corrected,absolute_influence,relative_influence
145,-2.012523075689452,1.395992674742014,5800.0,5800.0,-9.586541263064058,-9.865487610770135,-2.178018488307113,-7.687469122463021,-7.408522774756944,0.27894634770607674,-3.6285849512030808
146,-1.9419599594467123,1.395992674742014,5800.0,5800.0,-9.59582506637184,-9.981832503045396,-2.1734501144560334,-7.808382388589363,-7.422374951915806,0.3860074366735571,-4.943500682518341
147,-1.8713968432039727,1.395992674742014,5800.0,5800.0,-9.4397552639246,-9.960669937522637,-2.1630472430773366,-7.7976226944453,-7.276708020847263,0.5209146735980372,-6.680429330969233
148,-1.7992997461733475,1.395992674742014,5800.0,5800.0,-9.501501324125465,-10.036160722374916,-2.164834582849118,-7.871326139525799,-7.336666741276348,0.5346593982494507,-6.792494539956399
149,-1.7287366299306082,1.395992674742014,5800.0,5800.0,-9.915266870807956,-10.12634949417557,-2.1889942969021434,-7.937355197273426,-7.726272573905813,0.21108262336761285,-2.6593571551405715
150,-1.6581735136878688,1.395992674742014,5800.0,5800.0,-10.033734072793512,-10.10131688287037,-2.4238034546624667,-7.677513428207902,-7.609930618131045,0.06758281007685696,-0.8802695131544986
151,-2.1812609623568724,1.4834295796514958,5800.0,5800.0,-10.07115087303035,-10.428899223325626,-2.412777225176493,-8.016121998149133,-7.658373647853857,0.3577483502952763,-4.4628605998995265
152,-2.127571634780874,1.4834295796514958,5800.0,5800.0,-10.015790958457044,-10.359570112243194,-2.3947045935111557,-7.964865518732038,-7.621086364945889,0.34377915378614965,-4.316195332835668
153,-2.072348326416992,1.4834295796514958,5800.0,5800.0,-9.821646332414183,-10.348423177028593,-2.3893948455123026,-7.95902833151629,-7.43225148690188,0.5267768446144103,-6.618607481625248
154,-2.018658998840994,1.4834295796514958,5800.0,5800.0,-9.91108435239071,-10.277355696104362,-2.3975974800774056,-7.879758216026956,-7.513486872313304,0.36627134371365244,-4.648256122487089
155,-1.963435690477111,1.4834295796514958,5800.0,5800.0,-9.806309229520435,-10.294318636893735,-2.3910720206797125,-7.903246616214022,-7.415237208840723,0.48800940737329945,-6.1747966509373065
156,-1.908212382113228,1.4834295796514958,5800.0,5800.0,-9.860208475417524,-10.182839830447262,-2.372244264384893,-7.81059556606237,-7.487964211032631,0.3226313550297384,-4.130688272115844
157,-1.8545230545372309,1.4834295796514958,5800.0,5800.0,-9.950168797531603,-10.231597099196161,-2.3904412995469397,-7.841155799649222,-7.559727497984664,0.28142830166455823,-3.5891175848992574
158,-1.7992997461733475,1.4834295796514958,5800.0,5800.0,-9.946469172400999,-10.258549142611564,-2.365513923515876,-7.893035219095688,-7.580955248885123,0.312079970210565,-3.953865167807021
159,-1.7456104185973502,1.4834295796514958,5800.0,5800.0,-10.044305362649384,-10.164297545296805,-2.5896810621085398,-7.574616483188265,-7.454624300540845,0.11999218264742062,-1.5841354201066322
160,-2.0938240574473905,1.5708664845609772,5800.0,5800.0,-10.089303947665778,-10.417917006677358,-2.568743634149741,-7.849173372527617,-7.520560313516037,0.32861305901158033,-4.186594478365551
161,-1.963435690477111,1.5708664845609772,5800.0,5800.0,-10.043677531620354,-10.479609732602903,-2.5644767004957814,-7.915133032107121,-7.479200831124572,0.43593220098254903,-5.507578953053903
162,-1.7011249757486666,1.5708664845609772,5800.0,5800.0,-10.430608051887498,-10.408086800600117,-2.5918673275051125,-7.816219473095004,-7.838740724382386,-0.02252125128738136,0.2881348376271166
163,-1.570736608778387,1.5708664845609772,5800.0,5800.0,-10.42745785767403,-10.434592150409708,-2.5689822014160315,-7.865609948993677,-7.8584756562579985,0.007134292735678116,-0.09070234580588216
164,-1.4403482418081075,1.5708664845609772,5800.0,5800.0,-10.378969878626718,-10.476385553781736,-2.588988973596703,-7.887396580185033,-7.789980905030015,0.09741567515501792,-1.2350802215239014
165,-1.3084258940499425,1.5708664845609772,5800.0,5800.0,-10.321418575835626,-10.478132501609123,-2.575445204181184,-7.9026872974279385,-7.745973371654442,0.15671392577349685,-1.9830460180868097
166,-1.1780375270796628,1.5708664845609772,5800.0,5800.0,-10.359176314184683,-10.421303128852411,-2.6043164577689817,-7.81698667108343,-7.754859856415702,0.06212681466772807,-0.7947667980239415
167,-1.0476491601093834,1.5708664845609772,5800.0,5800.0,-10.234768452981092,-10.444447390073305,-2.7972813788917605,-7.647166011181545,-7.437487074089331,0.20967893709221386,-2.7419168981767257
168,-1.395862798959424,1.6583033894704586,5800.0,5800.0,-10.537752911518437,-10.74155867323746,-2.7713691075561475,-7.970189565681313,-7.76638380396229,0.20380576171902298,-2.557100556260121
169,-1.3421734713834264,1.6583033894704586,5800.0,5800.0,-10.484267780960167,-10.548982129377478,-2.7831669099388336,-7.765815219438645,-7.701100871021334,0.06471434841731138,-0.8333233097708097
170,-1.2869501630195432,1.6583033894704586,5800.0,5800.0,-10.485823032111687,-10.573106833231023,-2.784745566199925,-7.788361267031098,-7.701077465911762,0.08728380111933554,-1.120695331491831
171,-1.233260835443546,1.6583033894704586,5800.0,5800.0,-10.430201988790126,-10.619420115103168,-2.8086776997135803,-7.810742415389587,-7.621524289076545,0.18921812631304213,-2.422537016970675
172,-1.1780375270796628,1.6583033894704586,5800.0,5800.0,-10.443875606811666,-10.58392267910864,-2.8058983438958722,-7.778024335212768,-7.637977262915793,0.14004707229697466,-1.800548137435773
173,-1.1228142187157797,1.6583033894704586,5800.0,5800.0,-10.445310487635869,-10.586558271521213,-2.7757604959229174,-7.810797775598296,-7.669549991712952,0.1412477838853441,-1.8083656489816715
174,-0.960212255199902,1.6583033894704586,5800.0,5800.0,-10.454448100202573,-10.623389529932883,-2.9728370053603945,-7.650552524572488,-7.481611094842178,0.16894142973031023,-2.2082252123319766
175,-1.4832997038689055,1.7457402943799405,5800.0,5800.0,-10.799267090795551,-10.719349458620146,-2.976246760602583,-7.743102698017562,-7.823020330192968,-0.07991763217540537,1.0321138087948438
176,-1.4127365876261662,1.7457402943799405,5800.0,5800.0,-10.652879314856776,-10.75471526306945,-2.954951047154602,-7.799764215914848,-7.697928267702174,0.10183594821267405,-1.305628547141018
177,-1.3421734713834264,1.7457402943799405,5800.0,5800.0,-10.735329104804697,-10.87083024574834,-2.951858914834667,-7.918971330913674,-7.78347018997003,0.13550114094364396,-1.7110952329715041
178,-1.2700763743528012,1.7457402943799405,5800.0,5800.0,-10.642858397665407,-10.769778962527887,-2.960330058707159,-7.809448903820728,-7.682528338958248,0.1269205648624805,-1.6252179433607066
179,-1.1995132581100618,1.7457402943799405,5800.0,5800.0,-10.667061792206995,-10.809625626359702,-2.962652108133054,-7.8469735182266485,-7.7044096840739416,0.1425638341527069,-1.816800245617818
180,-1.1289501418673225,1.7457402943799405,5800.0,5800.0,-10.758576190798891,-10.823454843029696,-2.968940965483122,-7.854513877546574,-7.789635225315769,0.06487865223080469,-0.8260046801403081
181,-1.058387025624583,1.7457402943799405,5800.0,5800.0,-10.660244155882296,-10.715571212570183,-2.967412441906959,-7.748158770663224,-7.6928317139753375,0.05532705668788651,-0.7140671522810141
182,-0.9878239093818432,1.7457402943799405,5800.0,5800.0,-10.635545741137859,-10.741113568148682,-2.9703734529412484,-7.770740115207434,-7.665172288196611,0.10556782701082312,-1.3585298883464856
183,-0.915726812351218,1.7457402943799405,5800.0,5800.0,-10.662628793172653,-10.800756373092858,-3.1693214105555496,-7.631434962537308,-7.493307382617103,0.13812757992020508,-1.8099817478399929
184,-1.570736608778387,1.833177199289422,5800.0,5800.0,-10.98059899389512,-10.998561547028286,-3.168937010121645,-7.829624536906641,-7.811661983773474,0.017962553133166637,-0.22941780986426907
185,-1.4832997038689055,1.833177199289422,5800.0,5800.0,-10.999935244144652,-11.203516196954936,-3.1651146867860414,-8.038401510168896,-7.8348205573586105,0.20358095281028543,-2.532604928389649
186,-1.395862798959424,1.833177199289422,5800.0,5800.0,-10.997477421179594,-11.091797853422802,-3.145324294955929,-7.946473558466874,-7.852153126223666,0.09432043224320807,-1.1869470344202022
187,-1.3084258940499425,1.833177199289422,5800.0,5800.0,-10.97349208079415,-11.09942695995172,-3.156754943824784,-7.942672016126935,-7.816737136969366,0.12593487915756896,-1.5855480234091077
188,-1.2209889891404608,1.833177199289422,5800.0,5800.0,-11.034677688778599,-10.98234394231521,-3.1568676754520526,-7.825476266863157,-7.877810013326546,-0.05233374646338973,0.668761167738711
189,-1.1350860650188648,1.833177199289422,5800.0,5800.0,-10.936189453744795,-10.868509459433294,-3.145941010707969,-7.722568448725326,-7.790248443036827,-0.06767999431150074,0.8763922878880002
190,-1.0476491601093834,1.833177199289422,5800.0,5800.0,-10.872058754398072,-10.88870037747668,-3.1288094307871774,-7.759890946689502,-7.743249323610895,0.01664162307860728,-0.21445691947136028
191,-0.960212255199902,1.833177199289422,5800.0,5800.0,-10.791077945097085,-10.913757378953935,-3.1314139097209743,-7.782343469232961,-7.65966403537611,0.12267943385685065,-1.5763816431625846
192,-0.8727753502904205,1.833177199289422,5800.0,5800.0,-10.748898258922534,-10.925022470362393,-3.3157460521468916,-7.609276418215501,-7.433152206775642,0.17612421143985912,-2.3145986787685016
193,-1.613688070839185,1.9206141041989035,5800.0,5800.0,-11.213168041070489,-11.256180366004314,-3.3393512945776145,-7.916829071426699,-7.873816746492874,0.043012324933824786,-0.5433024326502669
194,-1.5155133004145038,1.9206141041989035,5800.0,5800.0,-11.359005896412597,-11.22212522561743,-3.323345756928748,-7.898779468688683,-8.035660139483848,-0.13688067079516575,1.7329344531996411
195,-1.4173385299898231,1.9206141041989035,5800.0,5800.0,-11.306876823903057,-11.232391392355,-3.337044411228533,-7.895346981126467,-7.969832412674524,-0.07448543154805698,0.9434092222433241
196,-1.319163759565142,1.9206141041989035,5800.0,5800.0,-11.301704230589024,-11.239518183795782,-3.3263048104230792,-7.913213373372703,-7.975399420165945,-0.0621860467932418,0.7858507518891454
197,-1.2209889891404608,1.9206141041989035,5800.0,5800.0,-11.319838854647058,-11.258527262320962,-3.3239358742702056,-7.934591388050757,-7.995902980376853,-0.06131159232609562,0.7727126619075676
198,-1.1228142187157797,1.9206141041989035,5800.0,5800.0,-11.060573095473174,-11.03414084280787,-3.3387864211509966,-7.695354421656874,-7.7217866743221775,-0.02643225266530358,0.34348323958823584
199,-1.024639448291099,1.9206141041989035,5800.0,5800.0,-10.993743720738498,-11.088549664120135,-3.323752892236384,-7.764796771883751,-7.669990828502114,0.09480594338163684,-1.220971342417205
200,-0.9264646778664178,1.9206141041989035,5800.0,5800.0,-10.973199367152114,-11.129899294587286,-3.329345081244685,-7.8005542133426005,-7.6438542859074285,0.15669992743517192,-2.0088306952234456
201,-0.8282899074417367,1.9206141041989035,5800.0,5800.0,-11.012229347377783,-11.183454290761164,-3.5018706326629623,-7.6815836580982015,-7.510358714714821,0.1712249433833808,-2.2290318117263395
202,-1.7011249757486666,2.0065170283204994,5800.0,5800.0,-11.435228566437424,-11.468695065773813,-3.5253505239832585,-7.943344541790555,-7.9098780424541655,0.03346649933638979,-0.4213149657593212
203,-1.592212339808786,2.0065170283204994,5800.0,5800.0,-11.56731995262191,-11.374827587220775,-3.534573158695678,-7.840254428525097,-8.032746793926233,-0.19249236540113568,2.4551800857481507
204,-1.4832997038689055,2.0065170283204994,5800.0,5800.0,-11.522067573376667,-11.252316229060881,-3.5173566840037007,-7.73495954505718,-8.004710889372966,-0.26975134431578596,3.4874305772958225
205,-1.374387067929025,2.0065170283204994,5800.0,5800.0,-11.549559389928211,-11.414657986703979,-3.5116977988123024,-7.902960187891677,-8.03786159111591,-0.13490140322423283,1.706973083717651
206,-1.2654744319891449,2.0065170283204994,5800.0,5800.0,-11.434891896631484,-11.414180645747201,-3.553218829663094,-7.8609618160841075,-7.88167306696839,-0.020711250884282606,0.2634696792688378
207,-1.1565617960492638,2.0065170283204994,5800.0,5800.0,-11.317222884218332,-11.436931151148595,-3.5401149597865174,-7.896816191362078,-7.777107924431814,0.11970826693026382,-1.5159054488466701
208,-1.0476491601093834,2.0065170283204994,5800.0,5800.0,-11.239111360337667,-11.355246880446055,-3.5806625058253605,-7.774584374620694,-7.658448854512306,0.11613552010838823,-1.4937842913828334
209,-0.9387365241695028,2.0065170283204994,5800.0,5800.0,-11.118664169385825,-11.329966328517797,-3.5956958731735758,-7.734270455344221,-7.52296829621225,0.21130215913197148,-2.7320244404689267
210,-0.8282899074417367,2.0065170283204994,5800.0,5800.0,-11.294344206534042,-11.331536487697326,-3.7631962409634103,-7.568340246733916,-7.531147965570632,0.03719228116328388,-0.49141925377012546
211,-1.7456104185973502,2.093953933229981,5800.0,5800.0,-11.55680131387823,-11.473639774765621,-3.7559442159886878,-7.717695558776933,-7.800857097889542,-0.08316153911260926,1.0775436589751715
212,-1.62595991714227,2.093953933229981,5800.0,5800.0,-11.881897762585092,-11.755368346628435,-3.7291247625360864,-8.026243584092349,-8.152773000049006,-0.12652941595665723,1.5764462494937583
213,-1.5047754348993043,2.093953933229981,5800.0,5800.0,-11.806076153835155,-11.558958122098527,-3.694215338827114,-7.864742783271414,-8.111860815008042,-0.24711803173662794,3.1420993482743866
214,-1.3851249334442244,2.093953933229981,5800.0,5800.0,-11.910483684200777,-11.61519214492174,-3.708333055716983,-7.906859089204758,-8.202150628483794,-0.2952915392790363,3.7346250381798014
215,-1.2654744319891449,2.093953933229981,5800.0,5800.0,-11.654168114800115,-11.595521749210407,-3.6837862029264787,-7.9117355462839285,-7.970381911873636,-0.05864636558970737,0.741257910437275
216,-1.1458239305340645,2.093953933229981,5800.0,5800.0,-11.460764265060424,-11.492330220079175,-3.6375603434311192,-7.8547698766480565,-7.823203921629306,0.03156595501875081,-0.401869889436166
217,-1.024639448291099,2.093953933229981,5800.0,5800.0,-11.350959026356087,-11.325920435872098,-3.662103079071566,-7.663817356800532,-7.688855947284521,-0.025038590483989154,0.32671173278641635
218,-0.9049889468360188,2.093953933229981,5800.0,5800.0,-11.319035397841082,-11.392554574816526,-3.650418188315364,-7.742136386501162,-7.668617209525719,0.0735191769754433,-0.9495980606028589
219,-0.7853384453809387,2.093953933229981,5800.0,5800.0,-11.362810566382583,-11.457943430075641,-3.812404399251639,-7.645539030824002,-7.550406167130944,0.09513286369305796,-1.2442924339214962
220,-1.788561880658148,2.181390838139462,5800.0,5800.0,-11.730715729685894,-11.715429603196757,-3.7923599659181426,-7.923069637278614,-7.938355763767751,-0.015286126489137075,0.19293187096595424
221,-1.662775456051525,2.181390838139462,5800.0,5800.0,-11.921833610534668,-11.623144742357011,-3.7624849497030177,-7.860659792653994,-8.15934866083165,-0.2986888681776563,3.7997938602658947
222,-1.5385230122327886,2.181390838139462,5800.0,5800.0,-12.061122606635923,-11.579989455851846,-3.7381516102701426,-7.841837845581704,-8.32297099636578,-0.4811331507840766,6.135464163610059
223,-1.4127365876261662,2.181390838139462,5800.0,5800.0,-12.031373954875209,-11.694845100740592,-3.749136461385553,-7.945708639355039,-8.282237493489657,-0.33652885413461764,4.235353565165888
224,-1.2869501630195432,2.181390838139462,5800.0,5800.0,-11.82326303156192,-11.670810858819747,-3.7351746749828076,-7.935636183836939,-8.088088356579112,-0.15245217274217282,1.9211083927043273
225,-1.1611637384129208,2.181390838139462,5800.0,5800.0,-11.516833827458322,-11.722737112424394,-3.7466083443393243,-7.976128768085069,-7.770225483118998,0.20590328496607135,-2.5814939922980353
226,-1.036911294594184,2.181390838139462,5800.0,5800.0,-11.475564001321514,-11.650589035475484,-3.7383277350943485,-7.912261300381136,-7.737236266227166,0.17502503415397008,-2.2120734832852285
227,-0.9111248699875611,2.181390838139462,5800.0,5800.0,-11.396137966851075,-11.611859752510068,-3.762233940595156,-7.849625811914912,-7.6339040262559195,0.21572178565899236,-2.748179223161813
228,-0.7853384453809387,2.181390838139462,5800.0,5800.0,-11.375570833892644,-11.55525276371367,-3.8953463941273454,-7.659906369586324,-7.480224439765298,0.17968192982102593,-2.3457457722257997
229,-1.833047323506832,2.268827743048944,5800.0,5800.0,-11.707228597767747,-11.658606266423792,-3.9140762780646265,-7.744529988359165,-7.79315231970312,-0.04862233134395488,0.6278280465959756
230,-1.7011249757486666,2.268827743048944,5800.0,5800.0,-11.967278690413227,-11.835581759283365,-3.9095623229391143,-7.92601943634425,-8.057716367474113,-0.1316969311298628,1.6615771912692394
231,-1.570736608778387,2.268827743048944,5800.0,5800.0,-12.195770601439245,-11.692303446378782,-3.901040475778535,-7.791262970600247,-8.29473012566071,-0.5034671550604628,6.461945347760162
232,-1.4403482418081075,2.268827743048944,5800.0,5800.0,-12.218561289239107,-11.672757448169463,-3.9018388899482614,-7.770918558221202,-8.316722399290846,-0.5458038410696444,7.023672130654543
233,-1.3084258940499425,2.268827743048944,5800.0,5800.0,-12.07368124532477,-11.912869738890432,-3.8845756317865754,-8.028294107103857,-8.189105613538196,-0.16081150643433872,2.0030594829858592
234,-1.1780375270796628,2.268827743048944,5800.0,5800.0,-11.813891862070268,-11.87549281693302,-3.859194559479753,-8.016298257453267,-7.954697302590514,0.061600954862752744,-0.7684463936390887
235,-1.0476491601093834,2.268827743048944,5800.0,5800.0,-11.544080902059735,-11.64323580103784,-3.8512389994788108,-7.791996801559028,-7.692841902580923,0.09915489897810481,-1.2725223264756196
236,-0.915726812351218,2.268827743048944,5800.0,5800.0,-11.494879389352128,-11.716953924038267,-3.8432903888319734,-7.873663535206293,-7.651589000520155,0.22207453468613814,-2.8204727531619076
237,-0.7853384453809387,2.268827743048944,5800.0,5800.0,-11.533546620079942,-11.711269378167465,-4.019103593427892,-7.692165784739573,-7.51444302665205,0.1777227580875227,-2.3104384780695373
238,-1.833047323506832,2.356264647958425,5800.0,5800.0,-11.973362517189626,-11.653147028896067,-4.0122701578565785,-7.640876871039488,-7.961092359333048,-0.3202154882935595,4.1908212067549835
239,-1.7072608989002092,2.356264647958425,5800.0,5800.0,-12.179629530941972,-11.884386118808305,-4.016953740464606,-7.867432378343699,-8.162675790477365,-0.2952434121336669,3.7527289455498747
240,-1.581474474293587,2.356264647958425,5800.0,5800.0,-12.287811954661565,-11.939644315194565,-4.004145517921946,-7.935498797272619,-8.283666436739619,-0.34816763946699947,4.387470130884053
241,-1.4556880496869642,2.356264647958425,5800.0,5800.0,-12.384387077386506,-11.851012404034247,-4.002342511010736,-7.848669893023511,-8.382044566375772,-0.5333746733522604,6.795733297770161
242,-1.331435605868227,2.356264647958425,5800.0,5800.0,-12.247245524861723,-11.983911592524857,-3.997224662625709,-7.986686929899148,-8.250020862236013,-0.26333393233686575,3.297161071270275
243,-1.2056491812616046,2.356264647958425,5800.0,5800.0,-11.995502181854128,-11.976577350141833,-3.9894782384485783,-7.987099111693254,-8.00602394340555,-0.018924831712295642,0.23694249248252539
244,-1.079862756654982,2.356264647958425,5800.0,5800.0,-11.692477998137473,-11.892830034593741,-3.9779074751738093,-7.9149225594199315,-7.714570522963664,0.20035203645626787,-2.531320236580448
245,-0.9540763320483592,2.356264647958425,5800.0,5800.0,-11.77573094827628,-11.733020437397723,-3.999091109572815,-7.733929327824908,-7.776639838703465,-0.04271051087855682,0.5522485281174496
246,-0.8282899074417367,2.356264647958425,5800.0,5800.0,-11.699770117010681,-11.877720266875347,-4.155579149261954,-7.7221411176133925,-7.544190967748727,0.17795014986466562,-2.3044146326046806
247,-1.8759987855676297,2.443701552867907,5800.0,5800.0,-12.140035832599528,-11.82282333694082,-4.212552793552349,-7.610270543388471,-7.927483039047179,-0.31721249565870835,4.168215753305789
248,-1.7456104185973502,2.443701552867907,5800.0,5800.0,-12.423393399056758,-12.078944309473163,-4.203834772979673,-7.875109536493491,-8.219558626077085,-0.3444490895835939,4.3738958548754985
249,-1.613688070839185,2.443701552867907,5800.0,5800.0,-12.342496416340767,-12.027381491323863,-4.138264643102652,-7.889116848221211,-8.204231773238114,-0.3151149250169025,3.9942991221882163
250,-1.4832997038689055,2.443701552867907,5800.0,5800.0,-12.555920072685081,-12.003411407233397,-4.12372821191099,-7.879683195322407,-8.432191860774092,-0.5525086654516844,7.011813187866086
251,-1.352911336898626,2.443701552867907,5800.0,5800.0,-12.419292181344744,-11.874139551077198,-4.1324639099592755,-7.741675641117922,-8.286828271385469,-0.5451526302675465,7.0417911514156994
252,-1.2209889891404608,2.443701552867907,5800.0,5800.0,-12.035601923134696,-12.106553046225002,-4.1179061482196255,-7.988646898005377,-7.91769577491507,0.07095112309030682,-0.8881494450333267
253,-1.0906006221701814,2.443701552867907,5800.0,5800.0,-12.10488912116865,-12.013353459858608,-4.1057753561675705,-7.907578103691038,-7.99911376500108,-0.09153566131004176,1.157568854960983
254,-0.960212255199902,2.443701552867907,5800.0,5800.0,-11.902145357768722,-11.887020526095013,-4.116067154688432,-7.770953371406581,-7.78607820308029,-0.015124831673709593,0.1946328970311647
255,-0.8282899074417367,2.443701552867907,5800.0,5800.0,-11.816924125953408,-11.871799758787434,-4.244149751201594,-7.6276500075858396,-7.5727743747518135,0.05487563283402608,-0.7194303983461648
256,-1.9204842284163133,2.5311384577773888,5800.0,5800.0,-12.150611994415522,-11.849230408792824,-4.220254425537715,-7.628975983255109,-7.930357568877807,-0.301381585622698,3.950485442400166
257,-1.788561880658148,2.5311384577773888,5800.0,5800.0,-12.26825928828021,-11.992941416265069,-4.238478072551119,-7.75446334371395,-8.029781215729091,-0.27531787201514124,3.5504439161263677
258,-1.6581735136878688,2.5311384577773888,5800.0,5800.0,-12.52499109943415,-12.188647423047742,-4.218950031562569,-7.969697391485173,-8.30604106787158,-0.3363436763864076,4.220281647653991
259,-1.527785146717589,2.5311384577773888,5800.0,5800.0,-12.645424695515912,-12.103806428354098,-4.228395552080499,-7.875410876273598,-8.417029143435412,-0.5416182671618142,6.877333458163534
260,-1.395862798959424,2.5311384577773888,5800.0,5800.0,-12.514427782365773,-12.189401221711082,-4.217050005746967,-7.972351215964115,-8.297377776618806,-0.32502656065469093,4.076922251039899
261,-1.2654744319891449,2.5311384577773888,5800.0,5800.0,-12.188549791143316,-12.277212600608408,-4.205911683164751,-8.071300917443658,-7.982638107978565,0.08866280946509253,-1.0984946586921926
262,-1.1350860650188648,2.5311384577773888,5800.0,5800.0,-12.167214006681661,-12.119919230189492,-4.194176603780804,-7.925742626408688,-7.973037402900857,-0.04729477649216918,0.5967235970366019
263,-1.0031637172607,2.5311384577773888,5800.0,5800.0,-12.087024325398566,-11.886683998904713,-4.198606178767956,-7.6880778201367574,-7.8884181466306105,-0.20034032649385303,2.6058571619698996
264,-0.8727753502904205,2.5311384577773888,5800.0,5800.0,-11.929586631997118,-11.830792698760828,-4.33310824185688,-7.497684456903948,-7.596478390140239,-0.0987939332362906,1.3176592560563158
265,-2.006387152537909,2.6185753626868697,5800.0,5800.0,-12.18083246737823,-11.886962920642613,-4.342496712629994,-7.5444662080126195,-7.838335754748237,-0.2938695467356176,3.8951668498894287
266,-1.8652609200524304,2.6185753626868697,5800.0,5800.0,-12.22792073037806,-12.00112605415431,-4.384679548185983,-7.6164465059683275,-7.843241182192076,-0.22679467622374894,2.977696699452038
267,-1.7241346875669512,2.6185753626868697,5800.0,5800.0,-12.552056093529112,-12.041275571098486,-4.359885442132751,-7.681390128965735,-8.19217065139636,-0.5107805224306246,6.649584435303233
268,-1.581474474293587,2.6185753626868697,5800.0,5800.0,-12.714195873715191,-12.24578679002176,-4.360479506916745,-7.885307283105016,-8.353716366798446,-0.46840908369343026,5.940276857657014
269,-1.4403482418081075,2.6185753626868697,5800.0,5800.0,-12.712986063322925,-12.321354926066642,-4.336128153911857,-7.9852267721547845,-8.376857909411068,-0.39163113725628396,4.9044460280318845
270,-1.297688028534743,2.6185753626868697,5800.0,5800.0,-12.470229094002436,-12.138940638752727,-4.2970643332735,-7.841876305479227,-8.173164760728936,-0.33128845524970885,4.224606998942754
271,-1.1565617960492638,2.6185753626868697,5800.0,5800.0,-12.293167507746142,-12.113925756363736,-4.265983782199599,-7.847941974164137,-8.027183725546543,-0.1792417513824054,2.283933188758011
272,-1.0139015827758993,2.6185753626868697,5800.0,5800.0,-12.19450734603977,-11.956328549895524,-4.278283768004821,-7.678044781890703,-7.91622357803495,-0.23817879614424697,3.1020761523299676
273,-0.8727753502904205,2.6185753626868697,5800.0,5800.0,-12.10561762736682,-12.066283710577446,-4.389256442703513,-7.6770272678739335,-7.716361184663308,-0.03933391678937426,0.5123586958453952
274,-2.0938240574473905,2.706012267596352,5800.0,5800.0,-12.126085677392549,-12.02602995945857,-4.431070913310798,-7.594959046147773,-7.695014764081751,-0.10005571793397827,1.317396411567583
275,-1.946561901810369,2.706012267596352,5800.0,5800.0,-12.2421677809438,-12.037456068388867,-4.435768199723274,-7.601687868665593,-7.806399581220527,-0.2047117125549338,2.692977087348748
276,-1.7992997461733475,2.706012267596352,5800.0,5800.0,-12.503913920047836,-12.07786251511035,-4.443769126619611,-7.634093388490739,-8.060144793428226,-0.4260514049374864,5.580903759702589
277,-1.652037590536326,2.706012267596352,5800.0,5800.0,-12.882823534607656,-12.105402636318118,-4.448410976453531,-7.656991659864587,-8.434412558154126,-0.777420898289539,10.153085347663648
278,-1.5047754348993043,2.706012267596352,5800.0,5800.0,-12.827213702076113,-12.087271717322448,-4.431457454474205,-7.655814262848243,-8.39575624760191,-0.7399419847536661,9.665098438247385
279,-1.357513279262283,2.706012267596352,5800.0,5800.0,-12.595897029867738,-12.306086593699233,-4.442828217000937,-7.863258376698296,-8.1530688128668,-0.289810436168505,3.6856277930192283
280,-1.2102511236252615,2.706012267596352,5800.0,5800.0,-12.532957940069922,-12.009638463233406,-4.408219384948206,-7.6014190782852005,-8.124738555121716,-0.5233194768365159,6.884497110960119
281,-1.06298896798824,2.706012267596352,5800.0,5800.0,-12.30787961948663,-11.943237260022363,-4.426555465366876,-7.5166817946554865,-7.8813241541197545,-0.36464235946426804,4.85110810096466
282,-0.915726812351218,2.706012267596352,5800.0,5800.0,-12.338249176031344,-12.093943437677508,-4.520090781003706,-7.573852656673802,-7.818158395027638,-0.24430573835383562,3.2256468329703027
283,-2.1383095002960744,2.791915191717948,5800.0,5800.0,-12.19099457553303,-12.268582658306004,-4.540010515915092,-7.728572142390912,-7.6509840596179375,0.07758808277297469,-1.0039122536931127
284,-1.9956492870227096,2.791915191717948,5800.0,5800.0,-12.362447783649788,-12.185550914904665,-4.566729473160728,-7.618821441743937,-7.79571831048906,-0.17689686874512311,2.321840327900265
285,-1.8545230545372309,2.791915191717948,5800.0,5800.0,-12.629637094672967,-12.14826076745864,-4.576828176460624,-7.571432590998016,-8.052808918212342,-0.48137632721432677,6.357797172844867
286,-1.711862841263866,2.791915191717948,5800.0,5800.0,-12.925460951695506,-12.140428753489072,-4.552072705655945,-7.588356047833127,-8.37338824603956,-0.7850321982064337,10.3452209313584
287,-1.570736608778387,2.791915191717948,5800.0,5800.0,-12.82474192596299,-12.134774460844078,-4.576442147836259,-7.558332313007819,-8.24829977812673,-0.6899674651189116,9.128567474222907
288,-1.4296103762929082,2.791915191717948,5800.0,5800.0,-12.722450602523924,-12.220264004026989,-4.588025618994622,-7.632238385032367,-8.134424983529303,-0.5021865984969365,6.5798075631623085
289,-1.2869501630195432,2.791915191717948,5800.0,5800.0,-12.728770217204223,-12.568692127740734,-4.598330782690153,-7.970361345050581,-8.13043943451407,-0.16007808946348945,2.0084169654728945
290,-1.1458239305340645,2.791915191717948,5800.0,5800.0,-12.66418305178669,-12.454298171721925,-4.568948542556683,-7.885349629165242,-8.095234509230007,-0.2098848800647648,2.661706708456802
291,-1.0031637172607,2.791915191717948,5800.0,5800.0,-12.528634678352425,-12.351385673217615,-4.614428462415394,-7.736957210802221,-7.914206215937031,-0.17724900513480968,2.2909394521057624
